period_type,season_number,division,game_number,player_a_exact_name,player_b_exact_name,player_a_source_row,player_b_source_row,player_a_source_cells,player_b_source_cells,player_a_score_entry_text,player_b_score_entry_text,effective_text_color,user_entered_text_color,pairing_state,evidence_type,source_workbook,source_tab,source_tab_id,source_range,source_url,provenance
season,5,Division 4,3,SARAHLYNN727,RICK,26,28,U26:V26,U28:V28,Easy=-7; Hard=6,Easy=-6; Hard=3,"{""red"":1}","{""red"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,W5,448385125,B26:Z26; B28:Z28,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / W5 / B26:Z26; B28:Z28
season,5,Division 4,1,WAREY84,RICK,27,28,I27:J27,I28:J28,Easy=-16; Hard=-10,Easy=-7; Hard=2,"{""blue"":1}","{""blue"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,W5,448385125,B27:Z27; B28:Z28,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / W5 / B27:Z27; B28:Z28
season,4,Division 1,1,BIGJA,YODA5753,4,5,I4:J4,I5:J5,Easy=-24; Hard=-14,Easy=-11; Hard=0,"{""green"":1,""red"":1}","{""green"":1,""red"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S4,478408343,B4:Z4; B5:Z5,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B4:Z4; B5:Z5
season,4,Division 1,2,BIGJA,WICKEDSHACK,4,7,O4:P4,O7:P7,Easy=-18; Hard=-12,Easy=-13; Hard=-5,"{""blue"":1,""green"":1}","{""blue"":1,""green"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S4,478408343,B4:Z4; B7:Z7,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B4:Z4; B7:Z7
season,4,Division 1,3,BIGJA,CHIPNPUTT,4,6,U4:V4,U6:V6,Easy=-19; Hard=-14,Easy=-16; Hard=-1,"{""green"":1,""red"":1}","{""green"":1,""red"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S4,478408343,B4:Z4; B6:Z6,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B4:Z4; B6:Z6
season,4,Division 1,2,YODA5753,CHIPNPUTT,5,6,O5:P5,O6:P6,Easy=-18; Hard=-7,Easy=-15; Hard=-5,"{""red"":1}","{""red"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S4,478408343,B5:Z5; B6:Z6,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B5:Z5; B6:Z6
season,4,Division 1,3,YODA5753,WICKEDSHACK,5,7,U5:V5,U7:V7,Easy=-20; Hard=-5,Easy=-10; Hard=-3,"{""blue"":1}","{""blue"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S4,478408343,B5:Z5; B7:Z7,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B5:Z5; B7:Z7
season,4,Division 1,1,CHIPNPUTT,WICKEDSHACK,6,7,I6:J6,I7:J7,Easy=-14; Hard=-4,Easy=-8; Hard=-6,"{""green"":1}","{""green"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S4,478408343,B6:Z6; B7:Z7,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B6:Z6; B7:Z7
season,4,Division 2,1,JUICE_WRLD,L7JAZZ,11,12,I11:J11,I12:J12,Easy=; Hard=,Easy=; Hard=,"{""blue"":1,""red"":1}","{""blue"":1,""red"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S4,478408343,B11:Z11; B12:Z12,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B11:Z11; B12:Z12
season,4,Division 2,2,JUICE_WRLD,GUYB,11,14,O11:P11,O14:P14,Easy=; Hard=,Easy=; Hard=,"{""blue"":1}","{""blue"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S4,478408343,B11:Z11; B14:Z14,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B11:Z11; B14:Z14
season,4,Division 2,3,JUICE_WRLD,SHOOTER_MCGAVIN,11,13,U11:V11,U13:V13,Easy=; Hard=,Easy=; Hard=,"{""blue"":1,""red"":1}","{""blue"":1,""red"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S4,478408343,B11:Z11; B13:Z13,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B11:Z11; B13:Z13
season,4,Division 2,2,L7JAZZ,SHOOTER_MCGAVIN,12,13,O12:P12,O13:P13,Easy=; Hard=,Easy=; Hard=,"{""red"":1}","{""red"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S4,478408343,B12:Z12; B13:Z13,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B12:Z12; B13:Z13
season,4,Division 2,3,L7JAZZ,GUYB,12,14,U12:V12,U14:V14,Easy=; Hard=,Easy=; Hard=,"{""blue"":1,""red"":0.6}","{""blue"":1,""red"":0.6}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S4,478408343,B12:Z12; B14:Z14,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B12:Z12; B14:Z14
season,4,Division 2,1,SHOOTER_MCGAVIN,GUYB,13,14,I13:J13,I14:J14,Easy=-12; Hard=-7,Easy=-10; Hard=-10,"{""blue"":1,""red"":0.6}","{""blue"":1,""red"":0.6}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S4,478408343,B13:Z13; B14:Z14,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B13:Z13; B14:Z14
season,4,Division 3,1,SLABDADDY,EARTHLING,18,19,I18:J18,I19:J19,Easy=; Hard=,Easy=; Hard=,"{""green"":1,""red"":1}","{""green"":1,""red"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S4,478408343,B18:Z18; B19:Z19,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B18:Z18; B19:Z19
season,4,Division 3,2,SLABDADDY,PRINCESS_SPICY,18,21,O18:P18,O21:P21,Easy=; Hard=,Easy=; Hard=,"{""blue"":1,""green"":1}","{""blue"":1,""green"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S4,478408343,B18:Z18; B21:Z21,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B18:Z18; B21:Z21
season,4,Division 3,3,SLABDADDY,KD,18,20,U18:V18,U20:V20,Easy=-16; Hard=2,Easy=-14; Hard=-1,"{""blue"":1}","{""blue"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S4,478408343,B18:Z18; B20:Z20,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B18:Z18; B20:Z20
season,4,Division 3,2,EARTHLING,KD,19,20,O19:P19,O20:P20,Easy=; Hard=,Easy=; Hard=,"{""red"":1}","{""red"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S4,478408343,B19:Z19; B20:Z20,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B19:Z19; B20:Z20
season,4,Division 3,3,EARTHLING,PRINCESS_SPICY,19,21,U19:V19,U21:V21,Easy=; Hard=,Easy=; Hard=,"{""red"":1}","{""red"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S4,478408343,B19:Z19; B21:Z21,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B19:Z19; B21:Z21
season,4,Division 3,1,KD,PRINCESS_SPICY,20,21,I20:J20,I21:J21,Easy=; Hard=,Easy=; Hard=,"{""green"":1}","{""green"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S4,478408343,B20:Z20; B21:Z21,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B20:Z20; B21:Z21
season,4,Division 4,1,RACCOONS_WHISKER,SANDTRAP,25,26,I25:J25,I26:J26,Easy=-14; Hard=-1,Easy=-14; Hard=2,"{""red"":1}","{""red"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S4,478408343,B25:Z25; B26:Z26,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B25:Z25; B26:Z26
season,4,Division 4,2,RACCOONS_WHISKER,,25,,O25:P25,,Easy=---; Hard=---,,"{""blue"":1,""red"":0.6}","{""blue"":1,""red"":0.6}",AMBIGUOUS / NEEDS REVIEW,SOURCE COLOR CONFIRMED — AMBIGUOUS GROUP,PRO WEEK CURRENT,S4,478408343,B25:Z25,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B25:Z25
season,4,Division 4,3,RACCOONS_WHISKER,ZOEDARLIN,25,27,U25:V25,U27:V27,Easy=-7; Hard=2,Easy=-8; Hard=15,"{""blue"":1}","{""blue"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S4,478408343,B25:Z25; B27:Z27,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B25:Z25; B27:Z27
season,4,Division 4,2,SANDTRAP,ZOEDARLIN,26,27,O26:P26,O27:P27,Easy=-6; Hard=4,Easy=-13; Hard=-1,"{""blue"":1,""red"":1}","{""blue"":1,""red"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S4,478408343,B26:Z26; B27:Z27,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B26:Z26; B27:Z27
season,4,Division 4,3,SANDTRAP,,26,,U26:V26,,Easy=---; Hard=---,,"{""red"":1}","{""red"":1}",AMBIGUOUS / NEEDS REVIEW,SOURCE COLOR CONFIRMED — AMBIGUOUS GROUP,PRO WEEK CURRENT,S4,478408343,B26:Z26,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B26:Z26
season,4,Division 4,1,ZOEDARLIN,,27,,I27:J27,,Easy=---; Hard=---,,"{""blue"":1}","{""blue"":1}",AMBIGUOUS / NEEDS REVIEW,SOURCE COLOR CONFIRMED — AMBIGUOUS GROUP,PRO WEEK CURRENT,S4,478408343,B27:Z27,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B27:Z27
season,4,Division 7,1,PUFFIN,SARAHLYNN727,46,47,I46:J46,I47:J47,Easy=; Hard=,Easy=; Hard=,"{""blue"":1,""green"":1}","{""blue"":1,""green"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S4,478408343,B46:Z46; B47:Z47,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B46:Z46; B47:Z47
season,4,Division 7,2,PUFFIN,,46,,O46:P46,,Easy=; Hard=,,"{""blue"":1}","{""blue"":1}",AMBIGUOUS / NEEDS REVIEW,SOURCE COLOR CONFIRMED — AMBIGUOUS GROUP,PRO WEEK CURRENT,S4,478408343,B46:Z46,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B46:Z46
season,4,Division 7,3,PUFFIN,RAY-OF-SUNSHINE,46,48,U46:V46,U48:V48,Easy=; Hard=,Easy=; Hard=,"{""green"":1}","{""green"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S4,478408343,B46:Z46; B48:Z48,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B46:Z46; B48:Z48
season,4,Division 7,2,SARAHLYNN727,RAY-OF-SUNSHINE,47,48,O47:P47,O48:P48,Easy=; Hard=,Easy=; Hard=,"{""green"":1,""red"":1}","{""green"":1,""red"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S4,478408343,B47:Z47; B48:Z48,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B47:Z47; B48:Z48
season,4,Division 7,3,SARAHLYNN727,,47,,U47:V47,,Easy=; Hard=,,"{""blue"":1,""green"":1}","{""blue"":1,""green"":1}",AMBIGUOUS / NEEDS REVIEW,SOURCE COLOR CONFIRMED — AMBIGUOUS GROUP,PRO WEEK CURRENT,S4,478408343,B47:Z47,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B47:Z47
season,4,Division 7,1,RAY-OF-SUNSHINE,,48,,I48:J48,,Easy=; Hard=,,"{""green"":1}","{""green"":1}",AMBIGUOUS / NEEDS REVIEW,SOURCE COLOR CONFIRMED — AMBIGUOUS GROUP,PRO WEEK CURRENT,S4,478408343,B48:Z48,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S4 / B48:Z48
season,3,Division 1,1,BIGJA,YODA5753,4,5,I4:J4,I5:J5,Easy=-17; Hard=-15,Easy=-18; Hard=-7,"{""green"":1,""red"":1}","{""green"":1,""red"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S3,1306253034,B4:Z4; B5:Z5,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S3 / B4:Z4; B5:Z5
season,3,Division 1,2,BIGJA,JUICE_WRLD,4,7,O4:P4,O7:P7,Easy=; Hard=,Easy=; Hard=,"{""blue"":1,""green"":1}","{""blue"":1,""green"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S3,1306253034,B4:Z4; B7:Z7,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S3 / B4:Z4; B7:Z7
season,3,Division 1,3,BIGJA,CHIPNPUTT,4,6,U4:V4,U6:V6,Easy=-19; Hard=-16,Easy=-17; Hard=-1,"{""green"":1,""red"":1}","{""green"":1,""red"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S3,1306253034,B4:Z4; B6:Z6,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S3 / B4:Z4; B6:Z6
season,3,Division 1,2,YODA5753,CHIPNPUTT,5,6,O5:P5,O6:P6,Easy=-17; Hard=-9,Easy=-14; Hard=-11,"{""red"":1}","{""red"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S3,1306253034,B5:Z5; B6:Z6,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S3 / B5:Z5; B6:Z6
season,3,Division 1,3,YODA5753,JUICE_WRLD,5,7,U5:V5,U7:V7,Easy=; Hard=,Easy=; Hard=,"{""blue"":1}","{""blue"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S3,1306253034,B5:Z5; B7:Z7,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S3 / B5:Z5; B7:Z7
season,3,Division 1,1,CHIPNPUTT,JUICE_WRLD,6,7,I6:J6,I7:J7,Easy=; Hard=,Easy=; Hard=,"{""green"":1}","{""green"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S3,1306253034,B6:Z6; B7:Z7,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S3 / B6:Z6; B7:Z7
season,3,Division 2,1,L7JAZZ,SHOOTER_MCGAVIN,11,12,I11:J11,I12:J12,Easy=; Hard=,Easy=; Hard=,"{""blue"":1,""red"":1}","{""blue"":1,""red"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S3,1306253034,B11:Z11; B12:Z12,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S3 / B11:Z11; B12:Z12
season,3,Division 2,2,L7JAZZ,SLABDADDY,11,14,O11:P11,O14:P14,Easy=; Hard=,Easy=; Hard=,"{""blue"":1}","{""blue"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S3,1306253034,B11:Z11; B14:Z14,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S3 / B11:Z11; B14:Z14
season,3,Division 2,3,L7JAZZ,WICKEDSHACK,11,13,U11:V11,U13:V13,Easy=-17; Hard=-8,Easy=-13; Hard=6,"{""blue"":1,""red"":1}","{""blue"":1,""red"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S3,1306253034,B11:Z11; B13:Z13,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S3 / B11:Z11; B13:Z13
season,3,Division 2,2,SHOOTER_MCGAVIN,WICKEDSHACK,12,13,O12:P12,O13:P13,Easy=-19; Hard=-5,Easy=-15; Hard=-10,"{""red"":1}","{""red"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S3,1306253034,B12:Z12; B13:Z13,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S3 / B12:Z12; B13:Z13
season,3,Division 2,3,SHOOTER_MCGAVIN,SLABDADDY,12,14,U12:V12,U14:V14,Easy=; Hard=,Easy=; Hard=,"{""blue"":1,""red"":0.6}","{""blue"":1,""red"":0.6}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S3,1306253034,B12:Z12; B14:Z14,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S3 / B12:Z12; B14:Z14
season,3,Division 2,1,WICKEDSHACK,SLABDADDY,13,14,I13:J13,I14:J14,Easy=; Hard=,Easy=; Hard=,"{""blue"":1,""red"":0.6}","{""blue"":1,""red"":0.6}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S3,1306253034,B13:Z13; B14:Z14,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S3 / B13:Z13; B14:Z14
season,3,Division 3,1,EARTHLING,KD,18,19,I18:J18,I19:J19,Easy=-13; Hard=-3,Easy=-12; Hard=-3,"{""green"":1,""red"":1}","{""green"":1,""red"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S3,1306253034,B18:Z18; B19:Z19,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S3 / B18:Z18; B19:Z19
season,3,Division 3,2,EARTHLING,BYE,18,21,O18:P18,O21:P21,Easy=; Hard=,Easy=; Hard=,"{""blue"":1,""green"":1}","{""blue"":1,""green"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S3,1306253034,B18:Z18; B21:Z21,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S3 / B18:Z18; B21:Z21
season,3,Division 3,3,EARTHLING,GUYB,18,20,U18:V18,U20:V20,Easy=; Hard=,Easy=; Hard=,"{""blue"":1}","{""blue"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S3,1306253034,B18:Z18; B20:Z20,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S3 / B18:Z18; B20:Z20
season,3,Division 3,2,KD,GUYB,19,20,O19:P19,O20:P20,Easy=-12; Hard=0,Easy=-12; Hard=-9,"{""red"":1}","{""red"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S3,1306253034,B19:Z19; B20:Z20,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S3 / B19:Z19; B20:Z20
season,3,Division 3,3,KD,BYE,19,21,U19:V19,U21:V21,Easy=; Hard=,Easy=; Hard=,"{""red"":1}","{""red"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S3,1306253034,B19:Z19; B21:Z21,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S3 / B19:Z19; B21:Z21
season,3,Division 3,1,GUYB,BYE,20,21,I20:J20,I21:J21,Easy=; Hard=,Easy=; Hard=,"{""green"":1}","{""green"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S3,1306253034,B20:Z20; B21:Z21,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S3 / B20:Z20; B21:Z21
season,3,Division 4,1,PRINCESS_SPICY,PUFFIN,25,26,I25:J25,I26:J26,Easy=; Hard=,Easy=; Hard=,"{""red"":1}","{""red"":1}",PARTIAL — NEEDS REVIEW,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S3,1306253034,B25:Z25; B26:Z26,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S3 / B25:Z25; B26:Z26
season,3,Division 4,2,PRINCESS_SPICY,SANDTRAP,25,28,O25:P25,O28:P28,Easy=-11; Hard=-12,Easy=-13; Hard=3,"{""blue"":1,""red"":0.6}","{""blue"":1,""red"":0.6}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S3,1306253034,B25:Z25; B28:Z28,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S3 / B25:Z25; B28:Z28
season,3,Division 4,3,PRINCESS_SPICY,RACCOONS_WHISKER,25,27,U25:V25,U27:V27,Easy=-20; Hard=-12,Easy=-15; Hard=1,"{""blue"":1}","{""blue"":1}",SOURCE COLOR CONFIRMED — PLAYED,SOURCE COLOR CONFIRMED,PRO WEEK CURRENT,S3,1306253034,B25:Z25; B27:Z27,https://docs.google.com/spreadsheets/d/1X8IM5qjBFTDyNgP8tl4eYBry9aFgK0cGj-B1sl2ddNI/edit,PRO WEEK CURRENT / S3 / B25:Z25; B27:Z27
