"season","division","historical_player_name","source_position","played","played_state","wins","draws","losses","points","total_strokes","course_order","course_name","score","raw_score_token","outcome","win_marker","loss_marker","draw_marker","source_workbook","source_tab","source_range","source_sha256","source_url","source_row","source_score_cell","source_score_range","source_font_color","source_era","provenance","import_status"
"38","5","LAURENT","13","true","PLAYED / NUMERIC","3","0","0","9","-47","2","TEMPLE HARD","-13","-13","W","true","false","false","CURRENT SEASON STROKE PLAY","38","'38'!A1:AT63","00fb293c7d7853df78982486562a3e5bc7c3b2703a0803e213e2099259bf8efb","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","41","M41","M41:P41","rgb(1,0,0,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"38","5","LAURENT","13","true","PLAYED / NUMERIC","3","0","0","9","-47","3","ORIGINAL GOTHIC EASY","-20","-20","W","true","false","false","CURRENT SEASON STROKE PLAY","38","'38'!A1:AT63","00fb293c7d7853df78982486562a3e5bc7c3b2703a0803e213e2099259bf8efb","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","41","Q41","Q41:T41","rgb(1,0,0,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"38","5","DREW-0706","14","true","PLAYED / NUMERIC","2","0","1","6","-41","1","80 DAYS EASY","-18","-18","W","true","false","false","CURRENT SEASON STROKE PLAY","38","'38'!A1:AT63","00fb293c7d7853df78982486562a3e5bc7c3b2703a0803e213e2099259bf8efb","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","42","I42","I42:L42","rgb(0,0,1,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"38","5","DREW-0706","14","true","PLAYED / NUMERIC","2","0","1","6","-41","2","TEMPLE HARD","-9","-9","L","false","true","false","CURRENT SEASON STROKE PLAY","38","'38'!A1:AT63","00fb293c7d7853df78982486562a3e5bc7c3b2703a0803e213e2099259bf8efb","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","42","M42","M42:P42","rgb(0,0,1,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"38","5","DREW-0706","14","true","PLAYED / NUMERIC","2","0","1","6","-41","3","ORIGINAL GOTHIC EASY","-14","-14","W","true","false","false","CURRENT SEASON STROKE PLAY","38","'38'!A1:AT63","00fb293c7d7853df78982486562a3e5bc7c3b2703a0803e213e2099259bf8efb","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","42","Q42","Q42:T42","rgb(1,0,0,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"38","5","ALISHA","15","true","PLAYED / NUMERIC","1","0","2","3","-27","1","80 DAYS EASY","-17","-17","L","false","true","false","CURRENT SEASON STROKE PLAY","38","'38'!A1:AT63","00fb293c7d7853df78982486562a3e5bc7c3b2703a0803e213e2099259bf8efb","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","43","I43","I43:L43","rgb(0,0,1,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"38","5","ALISHA","15","true","PLAYED / NUMERIC","1","0","2","3","-27","2","TEMPLE HARD","-4","-4","W","true","false","false","CURRENT SEASON STROKE PLAY","38","'38'!A1:AT63","00fb293c7d7853df78982486562a3e5bc7c3b2703a0803e213e2099259bf8efb","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","43","M43","M43:P43","rgb(1,0,0,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"38","5","ALISHA","15","true","PLAYED / NUMERIC","1","0","2","3","-27","3","ORIGINAL GOTHIC EASY","-6","-6","L","false","true","false","CURRENT SEASON STROKE PLAY","38","'38'!A1:AT63","00fb293c7d7853df78982486562a3e5bc7c3b2703a0803e213e2099259bf8efb","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","43","Q43","Q43:T43","rgb(0,0,1,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"38","5","SANDTRAP24","16","true","PLAYED / NUMERIC","0","0","3","0","-18","1","80 DAYS EASY","-6","-6","L","false","true","false","CURRENT SEASON STROKE PLAY","38","'38'!A1:AT63","00fb293c7d7853df78982486562a3e5bc7c3b2703a0803e213e2099259bf8efb","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","44","I44","I44:L44","rgb(1,0,0,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"38","5","SANDTRAP24","16","true","PLAYED / NUMERIC","0","0","3","0","-18","2","TEMPLE HARD","0","0","L","false","true","false","CURRENT SEASON STROKE PLAY","38","'38'!A1:AT63","00fb293c7d7853df78982486562a3e5bc7c3b2703a0803e213e2099259bf8efb","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","44","M44","M44:P44","rgb(0,0,1,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"38","5","SANDTRAP24","16","true","PLAYED / NUMERIC","0","0","3","0","-18","3","ORIGINAL GOTHIC EASY","-12","-12","L","false","true","false","CURRENT SEASON STROKE PLAY","38","'38'!A1:AT63","00fb293c7d7853df78982486562a3e5bc7c3b2703a0803e213e2099259bf8efb","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","44","Q44","Q44:T44","rgb(0,0,1,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","1","KRYS","1","true","PLAYED / NUMERIC","1","0","1","3","-40","1","CHERRY BLOSSOM EASY","-25","-25","W","true","false","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","5","I5","I5:L5","rgb(0,0,1,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","1","KRYS","1","true","PLAYED / NUMERIC","1","0","1","3","-40","2","TOURIST TRAP HARD","-15","-15","L","false","true","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","5","M5","M5:P5","rgb(1,0,0,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","1","KRYS","1","false","UNPLAYED / SOURCE ZERO NOT RECONCILED AS PLAYED","1","0","1","3","-40","3","BOGEYS BONANZA EASYT","0","0","","false","false","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","5","Q5","Q5:T5","rgb(1,0,0,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","1","STEWIE","2","false","UNPLAYED / SOURCE ZERO NOT RECONCILED AS PLAYED","1","0","0","3","-18","1","CHERRY BLOSSOM EASY","0","0","","false","false","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","6","I6","I6:L6","rgb(1,0,0,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","1","STEWIE","2","true","PLAYED / NUMERIC","1","0","0","3","-18","2","TOURIST TRAP HARD","-18","-18","W","true","false","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","6","M6","M6:P6","rgb(0,0,1,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","1","STEWIE","2","false","UNPLAYED / SOURCE ZERO NOT RECONCILED AS PLAYED","1","0","0","3","-18","3","BOGEYS BONANZA EASYT","0","0","","false","false","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","6","Q6","Q6:T6","rgb(1,0,0,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","1","MULLIGAN","3","true","PLAYED / NUMERIC","0","0","1","0","-5","1","CHERRY BLOSSOM EASY","-5","-5","L","false","true","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","7","I7","I7:L7","rgb(0,0,1,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","1","MULLIGAN","3","false","UNPLAYED / SOURCE ZERO NOT RECONCILED AS PLAYED","0","0","1","0","-5","2","TOURIST TRAP HARD","0","0","","false","false","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","7","M7","M7:P7","rgb(0,0,1,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","1","MULLIGAN","3","false","UNPLAYED / SOURCE ZERO NOT RECONCILED AS PLAYED","0","0","1","0","-5","3","BOGEYS BONANZA EASYT","0","0","","false","false","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","7","Q7","Q7:T7","rgb(0,0,1,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","1","SAVY","4","false","UNPLAYED / SOURCE ZERO NOT RECONCILED AS PLAYED","0","0","0","0","0","1","CHERRY BLOSSOM EASY","0","0","","false","false","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","8","I8","I8:L8","rgb(1,0,0,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","1","SAVY","4","false","UNPLAYED / SOURCE ZERO NOT RECONCILED AS PLAYED","0","0","0","0","0","2","TOURIST TRAP HARD","0","0","","false","false","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","8","M8","M8:P8","rgb(1,0,0,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","1","SAVY","4","false","UNPLAYED / SOURCE ZERO NOT RECONCILED AS PLAYED","0","0","0","0","0","3","BOGEYS BONANZA EASYT","0","0","","false","false","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","8","Q8","Q8:T8","rgb(0,0,1,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","2","BIGJA33","5","true","PLAYED / NUMERIC","2","0","1","6","-64","1","CHERRY BLOSSOM EASY","-20","-20","L","false","true","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","14","I14","I14:L14","rgb(0,0,1,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","2","BIGJA33","5","true","PLAYED / NUMERIC","2","0","1","6","-64","2","TOURIST TRAP HARD","-19","-19","W","true","false","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","14","M14","M14:P14","rgb(1,0,0,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","2","BIGJA33","5","true","PLAYED / NUMERIC","2","0","1","6","-64","3","BOGEYS BONANZA EASYT","-25","-25","W","true","false","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","14","Q14","Q14:T14","rgb(0,0,1,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","2","WICKEDSHACK","6","true","PLAYED / NUMERIC","2","0","1","6","-55","1","CHERRY BLOSSOM EASY","-23","-23","W","true","false","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","15","I15","I15:L15","rgb(1,0,0,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","2","WICKEDSHACK","6","true","PLAYED / NUMERIC","2","0","1","6","-55","2","TOURIST TRAP HARD","-14","-14","W","true","false","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","15","M15","M15:P15","rgb(0,0,1,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","2","WICKEDSHACK","6","true","PLAYED / NUMERIC","2","0","1","6","-55","3","BOGEYS BONANZA EASYT","-18","-18","L","false","true","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","15","Q15","Q15:T15","rgb(0,0,1,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","2","CHICAGOBRY","7","true","PLAYED / NUMERIC","1","0","2","3","-55","1","CHERRY BLOSSOM EASY","-28","-28","W","true","false","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","16","I16","I16:L16","rgb(1,0,0,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","2","CHICAGOBRY","7","true","PLAYED / NUMERIC","1","0","2","3","-55","2","TOURIST TRAP HARD","-10","-10","L","false","true","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","16","M16","M16:P16","rgb(1,0,0,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","2","CHICAGOBRY","7","true","PLAYED / NUMERIC","1","0","2","3","-55","3","BOGEYS BONANZA EASYT","-17","-17","L","false","true","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","16","Q16","Q16:T16","rgb(1,0,0,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","2","PRINCESS SPICY","8","true","PLAYED / NUMERIC","1","0","2","3","-54","1","CHERRY BLOSSOM EASY","-25","-25","L","false","true","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","17","I17","I17:L17","rgb(0,0,1,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","2","PRINCESS SPICY","8","true","PLAYED / NUMERIC","1","0","2","3","-54","2","TOURIST TRAP HARD","-9","-9","L","false","true","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","17","M17","M17:P17","rgb(0,0,1,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","2","PRINCESS SPICY","8","true","PLAYED / NUMERIC","1","0","2","3","-54","3","BOGEYS BONANZA EASYT","-20","-20","W","true","false","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","17","Q17","Q17:T17","rgb(1,0,0,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","3","PMWILLO","9","true","PLAYED / NUMERIC","2","0","1","6","-58","1","CHERRY BLOSSOM EASY","-14","-14","L","false","true","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","23","I23","I23:L23","rgb(1,0,0,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","3","PMWILLO","9","true","PLAYED / NUMERIC","2","0","1","6","-58","2","TOURIST TRAP HARD","-20","-20","W","true","false","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","23","M23","M23:P23","rgb(0,0,1,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","3","PMWILLO","9","true","PLAYED / NUMERIC","2","0","1","6","-58","3","BOGEYS BONANZA EASYT","-24","-24","W","true","false","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","23","Q23","Q23:T23","rgb(1,0,0,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","3","CATHYG","10","true","PLAYED / NUMERIC","2","0","1","6","-50","1","CHERRY BLOSSOM EASY","-20","-20","W","true","false","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","24","I24","I24:L24","rgb(1,0,0,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","3","CATHYG","10","true","PLAYED / NUMERIC","2","0","1","6","-50","2","TOURIST TRAP HARD","-9","-9","L","false","true","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","24","M24","M24:P24","rgb(1,0,0,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","3","CATHYG","10","true","PLAYED / NUMERIC","2","0","1","6","-50","3","BOGEYS BONANZA EASYT","-21","-21","W","true","false","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","24","Q24","Q24:T24","rgb(0,0,1,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","3","PLUCKY","11","true","PLAYED / NUMERIC","1","0","2","3","-54","1","CHERRY BLOSSOM EASY","-21","-21","W","true","false","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","25","I25","I25:L25","rgb(0,0,1,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","3","PLUCKY","11","true","PLAYED / NUMERIC","1","0","2","3","-54","2","TOURIST TRAP HARD","-15","-15","L","false","true","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","25","M25","M25:P25","rgb(0,0,1,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","3","PLUCKY","11","true","PLAYED / NUMERIC","1","0","2","3","-54","3","BOGEYS BONANZA EASYT","-18","-18","L","false","true","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","25","Q25","Q25:T25","rgb(0,0,1,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","3","KIM","12","true","PLAYED / NUMERIC","1","0","2","3","-45","1","CHERRY BLOSSOM EASY","-18","-18","L","false","true","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","26","I26","I26:L26","rgb(0,0,1,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
"39","3","KIM","12","true","PLAYED / NUMERIC","1","0","2","3","-45","2","TOURIST TRAP HARD","-10","-10","W","true","false","false","CURRENT SEASON STROKE PLAY","39","'39'!A1:AT63","eb82f74bcf2ffef8a0a1d2ae47ebd658447d93522860fa1c2a09475932f884e4","https://docs.google.com/spreadsheets/d/13MFYiA-5YpJn7o-ed6gHzbGHNNdllocVhYKgfNmIbQk/edit","26","M26","M26:P26","rgb(1,0,0,1)","one_sided_3_course_s19_s42","preserved from authorized native Google Sheet source snapshot","READY FOR ERA-AWARE REVIEW; NOT IMPORTED"
